cod_localidad,id_provincia,id_departamento,categoría,provincia,localidad,nombre,domicilio,código postal,número de teléfono,mail,web
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Lisieux Diagonal,Belgrano Y Diag. Pueyrredon 3058,7600,4999200,recepcion666@cinemacenter. com.ar,http://dixain.wixsite.com/paseodiagonal/cines
6756010,6,6756,Salas de cine,Buenos Aires,Boulogne,Cinemark Soleil,Bernardo De Yrigoyen 2647,1609,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
6049020,6,6049,Salas de cine,Buenos Aires,Azul,Flix Cinema,Bolivar 416,7300,432580,flixcinema@hotmail.com,http://azul.flixcinema.com.ar/
6861010,6,6861,Salas de cine,Buenos Aires,Vicente López,Zona Cine Coto Olivos,Borges 309 Y Espora 3030,1638,47113478,maciro@coto.com.ar,https://www.zonacines.com.ar
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Teatro Auditorium,Bv. Maritimo 2280,7600,4937786,direccionauditorium@hotmail.com,http://programacionauditorium.blogspot.com/
6532020,6,6532,Salas de cine,Buenos Aires,Mercedes,Cine Mercedes,Calle 20 728,6600,432700,cine-mercedes@hotmail.com,http://cinemercedes.com/
6280040,6,6280,Salas de cine,Buenos Aires,Miramar,Cine Atlántico,Calle 21 1564,7607,420167,recepcion666@cinemacenter.com.ar,http://www.cineteatroatlantico.com.ar/
6420040,6,6420,Salas de cine,Buenos Aires,Santa Teresita,Yanel,Calle 32 372,7107,6520348,s/d,s/d
6420040,6,6420,Salas de cine,Buenos Aires,Santa Teresita,Atlántico,Calle 41 258,7107,6528800,cinesdelacosta@yahoo.com.ar,s/d
6441030,6,6441,Salas de cine,Buenos Aires,La Plata,Cinema Paraíso,Calle 46 780,1900,4834074,fharari@hotmail.com.ar,http://www.cinemalaplata.com
6175010,6,6175,Salas de cine,Buenos Aires,Colón,Cine Teatro Colon,Calle 48 Y 19,2720,515644,cineteatrocolon@hotmail.com,http://cineteatrocolon.com.ar
6441030,6,6441,Salas de cine,Buenos Aires,La Plata,Cinema,Calle 49 621,1900,4259873,fharari@hotmail.com.ar,http://www.cinemalaplata.com
6441030,6,6441,Salas de cine,Buenos Aires,La Plata,Cine Municipal Select,Calle 50 Esq 49 Y 6,1900,4271210,cineylocacioneslaplata@gmail.com,http://www.cultura.laplata.gov.ar/lugar/cine-municipal-select
6420010,6,6420,Salas de cine,Buenos Aires,Las Toninas,Las Toninas,Calle 7 1564 Entre 36 Y 38,7106,431050,s/d,s/d
6441030,6,6441,Salas de cine,Buenos Aires,La Plata,Cinema,Calle 7 923,1900,4839947,fharari@hotmail.com.ar,http://www.cinemalaplata.com
6581040,6,6581,Salas de cine,Buenos Aires,Necochea,Cines Ocean,Calle 83 350,7630,s/d,pedroacostaesteves@hotmail.com,https://www.cinesocean.com.ar/
6056010,6,6056,Salas de cine,Buenos Aires,Bahía Blanca,Cines Del Centro - Cine Visión,Chiclana 452,8000,4547575,s/d,http://www.cinesdelcentrobb.com.ar/
6833100,6,6833,Salas de cine,Buenos Aires,Tres Arroyos,Cine El Solar Del Tortoni,Colon 255,7500,425097,cinetortoni@eternet.com,http://www.elsolardeltortoni.com.ar/
6515010,6,6515,Salas de cine,Buenos Aires,Tortuguitas,Cinemark,Constituyentes Y Au Panamericana Km 36.5,1667,57771000,iventura@cinemark.com.ar,https://www.cinemarkhoyts.com.ar
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Cinemacenter,Cordoba 1673,7600,4957271,hbroemser@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
6315010,6,6315,Salas de cine,Buenos Aires,General Madariaga,Espacio INCAA Gral. Madariaga,Dr. Carlos Madariaga 499,7163,552861,casadelacultura@hotmail.com,https://www.facebook.com/Espacio-INCAA-Madariaga-888001574621995/
6568010,6,6560,Salas de cine,Buenos Aires,Haedo,Showcase,Dr. Luis Guemes 393,1706,44439700,naiarg@naiarg.com.ar,https://www.todoshowcase.com/
6861010,6,6861,Salas de cine,Buenos Aires,Munro,Showcase,E. Echeverria 3750,1605,47565900,naiarg@naiarg.com.ar galberdi@naiarg.com.ar,https://www.todoshowcase.com/
6840010,6,6840,Salas de cine,Buenos Aires,Villa Bosch,Víctor Show Cinemas,El Payador 5539,1682,48440561,julio.perazzelli@hotmail.com,https://www.facebook.com/VictorShowCinemas/
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Cine Cristal,Entre Rios 1783,7600,4914733,consultoraad@live.com.ar,s/d
6270010,6,6270,Salas de cine,Buenos Aires,Ezeiza,Multiplex,Formosa 653,1804,50750446,ldominguez@cinesmultiplex.com.ar,https://www.multiplex.com.ar/
6035010,6,6035,Salas de cine,Buenos Aires,Avellaneda,Atlas Cine,Guemes 897,1870,43135050,info@atlascines.com.ar,cineatlasweb.com.ar
6420020,6,6420,Salas de cine,Buenos Aires,Mar de Ajó,California,Hipolito Irigoyen 18,7112,422022,exhibidoraatlantica@yahoo.com.ar,https://www.facebook.com/Cine-California-MDA-241279462590816/
6028010,6,6028,Salas de cine,Buenos Aires,Adrogué,Atlas Cine,Hipolito Yrigoyen 13200,1846,43135050,info@atlascines.com.ar,cineatlasweb.com.ar
6301010,6,6301,Salas de cine,Buenos Aires,General Belgrano,Cine Teatro Español,Larrea 688,7223,453060,cultura@belgranomun.gob.ar,https://www.facebook.com/CINE-ESPA%C3%91OL-General-Belgrano-1440074889579719/
6847020,6,6847,Salas de cine,Buenos Aires,Tres Lomas,Cine Teatro Español,Monteverde 257,6409,420855,rominaamutio@hotmail.com,https://www.facebook.com/cinetreslomas/
6658010,6,6658,Salas de cine,Buenos Aires,Quilmes,Showcase,Olavarria 180,1878,42576006,naiarg@naiarg.com.ar,https://www.todoshowcase.com/
6084020,6,6084,Salas de cine,Buenos Aires,Benito Juarez,Centro Cultural Atilio Marinelli,Otamendi Y Av. San Martin,7020,5313467,ccatiliomarinelli@gmail.com,https://www.facebook.com/Centro-Cultural-Atilio-Marinelli-de-Benito-Ju%C3%A1rez-1396556527284843/
6791050,6,6791,Salas de cine,Buenos Aires,Tandil,Cinemacenter,Panama 351,7000,424251,centertandil@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
6638040,6,6638,Salas de cine,Buenos Aires,Pilar,Village,Panamericana Ac. Norte Km 50,1629,4650505,village.pilar@village.com.ar,https://www.villagecines.com/
6756010,6,6756,Salas de cine,Buenos Aires,Martínez,Hoyts,Parana 3745,1640,41188118,rmazzutti@hoyts.com.ar,https://www.cinemarkhoyts.com.ar/
6868020,6,6868,Salas de cine,Buenos Aires,Villa Gesell,Atlantic,Paseo 105 Entre 3 Y 2,7165,462323,cineatlanticgesell@gmail.com,http://cineatlantic.com.ar/
6210020,6,6210,Salas de cine,Buenos Aires,Chacabuco,Cine Teatro Español,Pueyrredon 29,6740,442172,estudiodiazpalacio@gmail.com,http://cinemachacabuco.com.ar/
6357110,6,6357,Salas de cine,Buenos Aires,Mar del Plata,Cinemacenter,Rivadavia 3050,7600,4999200,gpaai@cinemacenter.com.ar,http://www.cinemacenter.com.ar/
6511020,6,6511,Salas de cine,Buenos Aires,Maipú,Cine Teatro Sociedad Italiana,Rivadavia 555,7160,421649,marinagole@yahoo.com.ar,https://www.facebook.com/CineTeatroSociedadItalianaMaipu
6427010,6,6427,Salas de cine,Buenos Aires,Gonzalez Catán,Cpm Cinemas Catan Shopping,Ruta 3 Km 29 Bj Manuel De Rosas 14457,1759,49534489,cpmcinemas@gmail.com,https://cpmcines.com
6455030,6,6455,Salas de cine,Buenos Aires,Las Flores,Cine San Martin,San Martin 593,7200,462332,estre-c@hotmail.com,http://www.cinesanmartin3d.com.ar/
6434010,6,6434,Salas de cine,Buenos Aires,Lanús,Zona Cines Coto Lanús,Warnes 2450,1824,42399300,maciro@coto.com.ar,https://www.zonacines.com.ar
6791050,6,6791,Salas de cine,Buenos Aires,Tandil,Espacio INCAA Unicen,Yrigoyen 662,7000,4628324,martinezmcarla@yahoo.com.ar,https://www.unicen.edu.ar/content/funciones-espacio-incaa-unicen-ahora-tambi%C3%A9n-podes-seguirnos-en-instagram
10049030,10,10049,Salas de cine,Catamarca,Catamarca,Cine Teatro Catamarca,San Martín 555,4700,4439129,s/d,http://www.turismo.catamarca.gob.ar/?vh_accommodation=teatros-en-sfvc/cine-teatro-catamarca
6427010,6,6427,Salas de cine,Buenos Aires,San Justo,Espacio INCAA Km 16 La Matanza ,Av. Illia 2340,1754,35316634,"info@ccvb.org.ar
",http://www.ccvb.org.ar/cinespecioincaa.html
